Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Bachelors,2016,NULL,3,24,Male,No,2,0
Bachelors,2012,Bangalore,3,24,Male,NULL,2,0
Bachelors,2015,Bangalore,3,28,Female,No,1,0
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2013,Pune,3,27,Male,No,5,0
Bachelors,2016,New Delhi,NULL,24,Female,No,2,0
Bachelors,2012,Bangalore,3,25,Female,No,3,0
Bachelors,2012,Pune,3,28,Male,No,3,0
Bachelors,2018,Pune,3,25,Male,Yes,3,1
Bachelors,2014,Bangalore,3,27,Male,No,5,1
Bachelors,2016,Bangalore,3,27,Female,No,5,0
Masters,2015,Pune,2,24,Female,No,2,0
Masters,2014,Bangalore,3,24,Female,No,2,1
Bachelors,2013,Bangalore,3,25,Male,No,3,0
Masters,2017,New Delhi,3,24,Male,No,2,0
Bachelors,2015,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Bachelors,2017,New Delhi,2,28,Male,No,3,0
Bachelors,2016,Bangalore,3,28,Male,No,2,0
NULL,2014,New Delhi,3,24,Male,No,2,0
Masters,2017,New Delhi,2,26,Female,No,4,0
Masters,2018,New Delhi,3,25,Male,No,3,1
Bachelors,2014,Bangalore,3,28,Male,No,3,1
Bachelors,2014,Bangalore,3,25,Male,No,3,1
Bachelors,2018,New Delhi,3,28,Female,No,3,1
NULL,2017,New Delhi,2,25,Male,Yes,3,1
Masters,2013,New Delhi,3,28,Male,No,2,0
Bachelors,2014,Bangalore,3,NULL,Male,Yes,4,0
Masters,2017,New Delhi,NULL,25,Female,No,3,1
Masters,2013,New Delhi,3,25,Female,No,3,0
Bachelors,2016,Bangalore,3,25,Male,No,3,0
Bachelors,2018,Bangalore,3,24,Male,No,2,1
Masters,2017,New Delhi,2,26,Male,Yes,4,1
NULL,2013,Bangalore,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,28,Male,No,2,0
Masters,2015,Pune,3,28,Female,Yes,2,0
Bachelors,2015,Pune,2,27,Female,Yes,5,1
Masters,2014,Pune,2,27,Female,No,5,0
Bachelors,2017,New Delhi,2,27,Male,No,5,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Masters,2015,Pune,1,27,Female,No,5,0
Bachelors,2013,Bangalore,1,28,Male,No,3,1
Bachelors,2012,Pune,2,26,Female,No,4,1
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Masters,2017,New Delhi,2,25,Male,No,3,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2012,Bangalore,3,24,Male,No,2,0
Bachelors,2017,New Delhi,3,26,Male,No,4,0
Bachelors,2014,Bangalore,3,28,Female,No,1,1
Bachelors,2015,Bangalore,3,25,Male,No,3,0
Bachelors,2015,Pune,2,28,Female,No,3,1
Bachelors,2017,Bangalore,3,24,Female,No,2,0
Bachelors,2016,Bangalore,3,27,Female,No,NULL,1
Bachelors,2012,Bangalore,3,25,Male,No,3,0
Masters,2018,Pune,3,25,Male,No,3,1
Bachelors,2015,Pune,3,26,Male,No,4,0
Bachelors,2014,Pune,3,NULL,Male,No,4,0
PHD,2017,New Delhi,3,27,Male,No,5,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2017,New Delhi,3,28,Female,No,2,0
Bachelors,2014,Pune,3,25,Female,No,3,0
Bachelors,2013,Bangalore,3,28,Male,Yes,3,0
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2018,Bangalore,3,27,Male,No,5,1
Bachelors,2017,Bangalore,3,26,Male,No,4,0
Bachelors,2017,Pune,2,25,Female,No,3,1
Bachelors,2017,Pune,2,26,Female,No,4,1
Bachelors,2015,Pune,3,28,Male,No,3,0
NULL,2017,Pune,2,26,Male,No,4,1
Masters,2015,New Delhi,3,28,Female,Yes,2,0
Bachelors,2012,New Delhi,2,25,Male,No,3,1
Bachelors,2016,Bangalore,3,25,Female,No,3,0
Masters,2017,New Delhi,2,26,Female,No,4,0
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Bangalore,3,25,Male,No,3,1
PHD,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2016,Pune,3,26,Male,No,4,0
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Bachelors,2012,Bangalore,3,25,Male,No,3,0
Masters,2012,Pune,2,26,Female,No,4,0
Masters,2016,New Delhi,3,27,Male,No,5,1
PHD,2017,Bangalore,3,28,Male,No,1,0
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Bachelors,2018,Pune,3,26,Male,No,4,1
Bachelors,2018,Bangalore,1,27,Male,No,5,0
Bachelors,2016,Pune,3,24,Male,No,2,0
Bachelors,2012,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2016,Bangalore,3,28,Male,No,2,0
Bachelors,2017,New Delhi,2,27,Male,No,5,0
Bachelors,2013,Bangalore,3,25,Male,No,NULL,0
Bachelors,2013,Bangalore,3,28,Male,No,1,0
Bachelors,2018,Bangalore,3,28,Female,No,3,1
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
Masters,NULL,Pune,2,28,Female,No,3,0
Masters,2015,New Delhi,3,24,Female,No,2,1
Bachelors,2017,New Delhi,3,24,Male,No,2,0
Bachelors,2015,Pune,2,24,Female,No,2,1
Masters,2013,Pune,3,28,Male,No,2,1
Bachelors,2017,Pune,3,27,Female,No,5,1
Bachelors,2014,Pune,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Pune,1,26,Female,No,4,1
Bachelors,2015,Pune,3,28,Male,No,3,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2017,New Delhi,2,26,Male,No,4,0
Masters,2017,New Delhi,2,26,Female,No,4,0
Bachelors,2016,Bangalore,3,26,Male,No,4,1
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
Bachelors,2014,Bangalore,3,28,Male,No,3,1
Bachelors,2014,NULL,3,28,Female,No,3,0
Bachelors,2014,Pune,3,25,Female,No,3,1
Bachelors,2016,Pune,3,28,Male,No,3,0
Masters,2017,Bangalore,3,27,Male,No,5,1
Bachelors,2015,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Pune,3,27,Male,No,5,0
Bachelors,2012,Pune,3,28,Male,No,3,0
Masters,2017,Pune,3,26,Male,No,4,1
Bachelors,2013,Bangalore,3,25,Male,Yes,3,0
Bachelors,2015,Pune,2,28,Female,No,2,1
PHD,2013,Bangalore,1,26,Male,No,4,0
Masters,2012,Pune,3,27,Male,No,5,1
Bachelors,2016,Bangalore,1,28,Male,No,2,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Masters,2017,New Delhi,2,24,Female,Yes,2,1
Bachelors,2015,Bangalore,1,25,Female,Yes,3,0
Bachelors,2018,Bangalore,3,27,Male,No,5,1
Bachelors,2014,Bangalore,3,26,Male,No,4,0
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2015,Pune,2,24,Female,No,2,1
Bachelors,2018,Bangalore,3,27,Male,No,5,1
Bachelors,2016,Bangalore,3,27,Female,No,5,0
Masters,2016,New Delhi,3,25,Female,No,3,1
Masters,2018,New Delhi,3,26,Male,No,4,1
Bachelors,2018,Bangalore,3,24,Female,No,2,1
Bachelors,2017,New Delhi,2,28,Male,NULL,3,0
Bachelors,2015,Bangalore,3,27,Male,No,5,0
Bachelors,2017,Bangalore,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,25,Male,No,3,0
Bachelors,2013,Pune,3,25,Male,No,3,0
Bachelors,2015,Pune,3,25,Female,No,3,1
Bachelors,2014,Bangalore,3,28,Female,No,3,0
Bachelors,2015,Pune,3,24,Male,No,2,0
Bachelors,2016,Bangalore,3,26,Female,No,4,0
Bachelors,2018,Bangalore,1,25,Male,Yes,3,0
Masters,2017,Pune,2,28,Female,No,1,0
Bachelors,2014,Pune,2,25,Female,No,NULL,1
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2016,Bangalore,3,28,Female,No,3,0
Bachelors,2014,Bangalore,3,28,Female,No,2,0
Masters,2017,New Delhi,2,28,Male,No,2,0
Bachelors,2017,New Delhi,2,24,Female,No,2,0
PHD,2013,New Delhi,2,25,Male,No,3,1
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Bachelors,2017,Bangalore,3,26,Female,No,4,0
Bachelors,2015,Bangalore,1,25,Male,No,3,0
Bachelors,2016,Bangalore,3,26,Female,No,4,0
PHD,NULL,New Delhi,3,28,Male,No,2,1
Masters,2018,New Delhi,3,27,Female,No,5,1
Bachelors,2016,New Delhi,3,27,Female,No,5,0
Masters,2017,New Delhi,2,25,Male,No,3,1
Bachelors,2017,Bangalore,3,26,Male,No,4,0
Bachelors,2016,New Delhi,3,27,Female,Yes,5,0
Bachelors,2017,Pune,2,25,Female,No,3,1
Bachelors,2018,Pune,3,28,Female,No,1,1
Bachelors,2014,Bangalore,3,25,Female,No,3,1
Bachelors,2018,Pune,3,28,Male,No,1,1
Bachelors,2017,Bangalore,1,26,Female,No,4,0
Bachelors,2013,Bangalore,3,24,Male,No,2,1
Bachelors,2012,New Delhi,3,26,Female,No,4,0
Bachelors,2012,Pune,3,25,Male,No,3,0
Masters,2013,New Delhi,2,24,Male,No,2,1
Bachelors,2018,Pune,3,26,Male,No,4,1
Bachelors,2016,New Delhi,3,28,Female,No,2,0
Bachelors,2016,Pune,3,26,Male,No,4,0
Masters,2014,New Delhi,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Pune,2,26,Female,No,4,1
Bachelors,2014,Pune,3,25,Male,No,3,0
Bachelors,2013,Pune,3,27,Male,No,5,0
Bachelors,NULL,Bangalore,3,27,Male,No,5,1
Bachelors,2015,Bangalore,3,25,Female,No,3,1
Bachelors,2016,Pune,3,26,Male,No,4,0
NULL,2015,Pune,2,27,Female,No,5,1
Bachelors,2017,Bangalore,3,26,Male,No,4,0
Masters,2017,Pune,2,26,Female,No,4,0
Bachelors,2017,New Delhi,3,27,Female,Yes,5,0
Masters,2017,Pune,1,24,Male,No,2,0
Masters,2017,New Delhi,2,26,Female,No,4,0
Bachelors,2015,Bangalore,3,27,Male,Yes,5,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Masters,2017,Pune,2,24,Male,No,2,1
Bachelors,2017,Bangalore,3,26,Female,No,4,0
Bachelors,2014,Bangalore,3,26,Male,NULL,4,0
Bachelors,2015,Bangalore,3,28,Male,Yes,1,1
Masters,2017,New Delhi,2,24,Male,No,2,0
Bachelors,2013,Pune,2,25,Female,No,3,1
Masters,2013,Bangalore,3,27,Male,No,5,1
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2015,New Delhi,2,28,Female,Yes,2,1
Bachelors,2014,Pune,2,24,Female,No,2,1
Bachelors,2016,Pune,2,27,Female,No,5,1
Bachelors,2017,Bangalore,3,27,Female,No,5,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2015,Pune,2,27,Male,No,5,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
Bachelors,2016,Bangalore,3,24,Male,No,NULL,0
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2013,New Delhi,2,24,Female,No,2,1
Bachelors,2012,Bangalore,3,26,Female,No,4,0
Bachelors,2015,Pune,2,28,Female,Yes,2,1
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2016,Bangalore,3,24,Female,No,2,0
Masters,2017,Pune,3,24,Male,No,2,1
Masters,2016,Pune,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,28,Male,Yes,1,1
Bachelors,2015,Bangalore,1,28,Female,No,1,0
PHD,2018,Bangalore,3,24,Female,No,2,1
Bachelors,2016,NULL,3,26,Male,Yes,4,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Bachelors,2013,Bangalore,3,25,Male,No,3,1
Masters,2016,New Delhi,3,24,Male,No,2,1
Bachelors,2017,New Delhi,1,25,Female,No,3,0
Bachelors,2013,Bangalore,3,28,Male,No,3,0
Bachelors,2018,Bangalore,3,NULL,Male,No,1,1
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Masters,2014,New Delhi,3,24,Male,No,2,1
PHD,2012,New Delhi,3,24,Male,No,2,0
Bachelors,2017,Bangalore,3,25,Female,No,3,0
NULL,2014,New Delhi,3,27,Male,No,5,0
Bachelors,2015,Bangalore,3,27,Female,No,5,0
Bachelors,2014,Pune,3,25,Male,No,3,1
Bachelors,2012,Bangalore,3,28,Male,No,3,0
Bachelors,2012,Bangalore,3,25,Female,No,3,0
Bachelors,2015,Bangalore,3,NULL,Female,No,2,0
Bachelors,2013,Pune,3,27,Male,No,5,0
Bachelors,2013,Bangalore,3,26,Female,No,4,0
Bachelors,2012,Pune,2,26,Male,No,4,0
Masters,2017,Bangalore,3,28,Female,No,3,1
Bachelors,2015,Bangalore,3,25,Male,No,3,1
Bachelors,2012,Bangalore,3,28,Female,No,2,0
Bachelors,2017,Pune,2,26,Female,No,4,1
Bachelors,2012,Bangalore,3,27,Female,No,5,0
Masters,2016,New Delhi,3,28,NULL,No,1,0
Bachelors,2015,Pune,2,28,Female,No,1,1
Masters,2017,Pune,3,24,Male,No,2,1
Bachelors,2015,Pune,2,25,Female,No,3,1
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2016,NULL,3,28,Male,No,3,0
Bachelors,2016,New Delhi,3,25,Female,Yes,3,0
Masters,2015,New Delhi,3,26,Male,No,4,1
Masters,2015,New Delhi,3,28,Female,No,3,0
Bachelors,2013,New Delhi,1,24,Female,No,2,1
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2015,New Delhi,3,25,Female,No,3,1
Bachelors,2017,New Delhi,3,28,Male,No,2,0
Bachelors,2016,Pune,1,25,Female,No,3,1
Masters,2013,New Delhi,3,25,Male,Yes,3,1
Bachelors,2017,Bangalore,3,24,Female,No,2,0
Masters,2013,New Delhi,3,NULL,Female,No,3,1
Bachelors,2013,Bangalore,NULL,28,Female,No,2,0
Masters,2014,Bangalore,3,27,Female,No,5,1
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,25,Male,No,3,0
Bachelors,2015,Pune,2,26,Female,Yes,4,1
Bachelors,2017,New Delhi,3,25,Male,No,3,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2013,Pune,2,27,Male,Yes,5,0
Bachelors,2015,Pune,2,25,Female,No,3,1
Bachelors,2016,Bangalore,3,25,Male,Yes,3,0
Bachelors,2017,Bangalore,3,25,Male,NULL,3,1
Bachelors,2016,Pune,3,28,Male,No,1,0
Bachelors,2018,Bangalore,3,24,Male,No,2,1
Masters,2015,Pune,3,NULL,Female,No,3,0
Bachelors,2017,Bangalore,3,26,Male,No,4,0
Masters,2017,Pune,2,26,Male,No,4,1
Bachelors,2017,New Delhi,2,27,Female,No,5,0
Bachelors,2013,Pune,2,NULL,Female,No,4,1
Bachelors,2012,Bangalore,3,24,Male,No,2,0
Bachelors,2013,New Delhi,3,28,Female,Yes,3,0
Masters,2015,Pune,2,24,Female,No,2,0
Bachelors,2016,Bangalore,3,25,Male,No,3,0
Masters,2017,New Delhi,2,25,Male,No,3,1
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2013,Bangalore,3,24,Male,No,2,0
Bachelors,2012,Pune,2,25,Male,No,3,1
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2017,Bangalore,3,27,Female,No,5,1
Bachelors,2017,New Delhi,3,27,Female,No,5,0
Bachelors,2013,Pune,3,27,Male,No,5,0
Bachelors,NULL,Pune,2,24,Female,Yes,2,1
Bachelors,2017,Bangalore,3,24,Female,Yes,2,0
PHD,2015,New Delhi,NULL,28,Female,No,1,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Masters,2017,New Delhi,2,28,Female,No,2,0
Bachelors,2017,New Delhi,2,25,Female,No,3,0
Bachelors,2014,NULL,2,25,Female,No,3,1
Bachelors,2016,New Delhi,3,28,Female,Yes,3,0
Bachelors,2015,Pune,2,27,Female,No,5,1
Masters,2017,Pune,2,25,NULL,No,3,1
Masters,NULL,Bangalore,2,25,Female,Yes,3,1
Bachelors,2017,Bangalore,3,24,Female,No,2,1
Bachelors,2013,Bangalore,3,26,Female,No,4,0
Bachelors,2018,Bangalore,3,24,Male,Yes,2,1
Bachelors,2016,New Delhi,3,28,Male,No,1,0
Masters,2017,New Delhi,2,24,Male,No,2,1
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,24,Male,No,2,1
Masters,2014,New Delhi,3,25,Female,No,3,1
Bachelors,2012,Bangalore,3,27,NULL,No,5,0
Bachelors,2012,New Delhi,3,27,Female,No,5,0
Bachelors,2017,Bangalore,3,28,Male,No,2,1
Bachelors,2012,Bangalore,3,28,Male,Yes,NULL,1
Bachelors,2012,Pune,3,28,Female,No,2,0
Bachelors,2018,Bangalore,3,24,Female,No,2,1
PHD,2016,New Delhi,3,24,Female,NULL,2,0
Masters,2017,New Delhi,2,27,Female,No,5,1
Masters,2013,New Delhi,2,27,Female,No,5,1
Bachelors,2015,Bangalore,3,26,Female,No,4,0
Masters,2015,New Delhi,3,28,Female,No,1,1
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Bachelors,2013,New Delhi,3,25,Female,No,3,0
Bachelors,2015,Bangalore,3,26,Female,No,4,1
Bachelors,2012,Pune,3,24,Male,No,2,0
Bachelors,2012,Bangalore,3,26,Female,No,4,0
Masters,2015,Pune,2,25,Female,No,3,1
Bachelors,2013,New Delhi,3,24,Male,No,2,0
Masters,2017,New Delhi,2,27,Female,No,5,0
Masters,2017,Pune,2,26,Male,No,4,0
Bachelors,2014,Pune,3,27,Male,No,5,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1
Bachelors,2014,Bangalore,3,25,Female,No,3,0
Bachelors,2013,Pune,2,27,Female,No,5,1
Bachelors,2015,Pune,3,26,Male,No,4,0
Bachelors,2017,Pune,2,24,Male,No,NULL,1
Masters,2017,New Delhi,2,26,Male,No,4,1
Bachelors,2013,Pune,2,25,Male,Yes,3,1
Masters,2017,New Delhi,2,25,Female,No,3,1
Bachelors,2013,Pune,3,26,Female,Yes,4,0
Bachelors,2014,Pune,3,28,Male,No,2,0
Bachelors,2016,New Delhi,3,27,Female,No,5,0
Bachelors,2017,New Delhi,2,28,Male,NULL,1,0
Masters,2014,New Delhi,3,27,Male,No,5,0
Bachelors,2014,New Delhi,3,28,Female,No,1,0
Bachelors,2015,Bangalore,3,27,Male,No,5,1
Bachelors,2015,Bangalore,3,24,Male,No,2,1
Bachelors,2018,Bangalore,3,24,Male,No,2,1
Bachelors,2013,Pune,3,26,Male,No,4,0
Bachelors,2012,Bangalore,3,28,Female,No,2,0
Masters,2017,Pune,2,26,Male,No,4,0
Masters,2017,New Delhi,2,25,Male,No,3,1
Bachelors,2016,New Delhi,3,27,Female,No,5,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2015,Pune,3,25,Male,No,3,0
Bachelors,2012,New Delhi,3,26,Female,Yes,4,0
Masters,2014,Bangalore,3,27,Male,No,5,1
Masters,2017,New Delhi,2,26,Male,No,4,0
Masters,2012,New Delhi,3,26,Male,No,4,1
Bachelors,2015,Pune,2,26,Female,No,4,1
Masters,2014,New Delhi,3,25,Male,No,3,0
Bachelors,2015,Bangalore,3,28,Male,Yes,2,0
Masters,2012,Pune,3,27,Male,No,5,1
Bachelors,2017,Bangalore,2,27,Male,No,5,0
Bachelors,2016,Bangalore,3,NULL,Male,No,2,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2014,Bangalore,3,26,Male,No,4,1
Bachelors,2017,Bangalore,3,24,Female,No,2,0
Bachelors,2017,Bangalore,3,28,Male,No,1,0
Bachelors,2014,Bangalore,3,26,Male,No,4,1
Bachelors,2018,Bangalore,3,28,Female,No,NULL,1
Bachelors,2014,New Delhi,3,24,Female,No,2,0
Bachelors,2017,Bangalore,1,27,Male,No,5,0
Bachelors,2015,New Delhi,3,24,Female,No,2,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2017,Pune,3,28,Male,NULL,3,0
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,25,Female,No,3,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1
Bachelors,2013,Bangalore,3,28,Female,No,3,0
Bachelors,2017,New Delhi,3,27,Male,No,5,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Masters,2017,New Delhi,2,26,Female,No,4,1
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2017,Pune,3,27,Male,No,5,0
Bachelors,2012,Pune,3,27,NULL,No,5,0
Bachelors,2017,Pune,3,24,Male,No,2,0
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Bangalore,3,28,Male,No,3,0
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Masters,2017,Bangalore,3,28,Male,No,1,1
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
Bachelors,2017,Bangalore,3,28,Male,Yes,1,0
Bachelors,2016,Bangalore,3,25,Male,No,3,0
Bachelors,2013,Pune,3,24,Female,No,2,0
Bachelors,2018,New Delhi,3,25,Female,No,3,1
Bachelors,2014,Bangalore,3,24,Female,No,2,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Masters,2013,New Delhi,1,24,Female,No,2,0
Masters,2013,New Delhi,1,24,Male,Yes,2,1
Bachelors,2014,Bangalore,3,26,NULL,No,4,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2017,New Delhi,2,25,Male,No,3,0
Bachelors,2015,Bangalore,3,28,Female,No,1,0
Bachelors,2014,Bangalore,3,24,Male,No,2,0
PHD,2018,New Delhi,3,24,Female,No,2,1
Bachelors,2015,Pune,3,28,Male,No,1,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
PHD,2015,Pune,2,28,Female,No,1,0
Bachelors,NULL,Bangalore,3,25,Male,Yes,3,1
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2015,Bangalore,3,27,Female,No,5,1
Bachelors,2017,Pune,3,24,Male,No,2,0
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Masters,2012,New Delhi,3,28,Male,No,2,0
Bachelors,2012,Bangalore,3,28,Male,No,3,0
Bachelors,2012,Pune,2,27,Female,No,5,1
Bachelors,2012,New Delhi,2,27,Female,No,5,1
Masters,2012,Bangalore,3,27,Male,No,5,1
Bachelors,NULL,Bangalore,3,25,Female,No,3,1
Masters,2018,Pune,3,27,Male,No,5,1
Masters,2017,New Delhi,2,28,Male,No,2,0
Bachelors,2013,Bangalore,3,27,Male,No,NULL,0
Masters,2017,Bangalore,2,28,Male,Yes,2,1
Bachelors,2017,Pune,3,27,Male,No,5,0
Bachelors,2017,Pune,3,28,Female,No,1,0
Bachelors,2016,Bangalore,3,28,Male,No,3,0
Bachelors,2014,New Delhi,3,26,NULL,No,4,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1
Bachelors,2017,New Delhi,3,26,Female,No,4,0
Bachelors,2015,Pune,2,26,Female,No,4,1
Bachelors,2017,New Delhi,3,26,Male,No,4,0
Bachelors,2012,Bangalore,3,25,Female,Yes,3,0
Bachelors,2017,Bangalore,3,25,Male,Yes,3,0
Bachelors,2013,Bangalore,3,28,Female,No,1,1
Bachelors,2013,Pune,3,24,Female,No,2,1
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Masters,2017,New Delhi,3,25,Male,No,3,1
Bachelors,2015,Pune,2,27,Female,No,5,1
Masters,2017,Pune,2,28,Male,No,3,0
Masters,2017,New Delhi,3,26,NULL,No,4,0
Masters,2017,Pune,2,24,Female,No,2,0
Masters,2015,Pune,1,26,Female,No,4,0
Masters,2013,Pune,3,26,Male,No,4,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,2017,Pune,3,24,Male,No,2,0
PHD,2016,Bangalore,3,27,Male,No,5,0
Bachelors,2018,Bangalore,3,24,Male,No,2,1
Bachelors,2014,Pune,3,25,Male,No,3,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2017,Bangalore,3,28,Male,No,3,0
Bachelors,2014,Pune,3,25,Male,No,3,0
Masters,2018,New Delhi,3,25,Female,No,3,1
Bachelors,2013,Pune,2,25,Female,No,3,1
PHD,2013,New Delhi,3,26,Male,NULL,4,0
Bachelors,2015,New Delhi,3,28,Female,No,3,0
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Masters,2018,New Delhi,1,26,Female,No,4,1
Bachelors,2013,Pune,2,24,Female,No,2,1
Bachelors,2018,Bangalore,3,24,Male,No,2,1
PHD,2016,Pune,1,25,Female,No,3,1
Bachelors,2014,Pune,3,26,Male,No,4,1
Masters,2015,Pune,1,27,Female,No,5,0
Bachelors,2013,Pune,3,28,Female,No,2,1
Bachelors,2016,Bangalore,1,27,Female,No,5,0
Bachelors,2014,New Delhi,3,24,Male,NULL,2,0
Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
Bachelors,2015,Pune,3,25,Female,No,3,1
Bachelors,2013,Bangalore,3,24,Male,No,2,0
Bachelors,2015,Bangalore,3,25,Female,No,3,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2013,Pune,3,26,Male,No,4,0
Masters,2016,Bangalore,3,26,Female,No,4,1
Bachelors,2018,Bangalore,3,27,Female,No,5,1
Bachelors,2017,Bangalore,3,24,Female,No,2,0
Bachelors,2014,New Delhi,3,24,Female,No,2,0
Bachelors,2013,Pune,3,26,Male,Yes,4,0
Bachelors,2014,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Pune,2,26,Female,No,4,1
Bachelors,2016,New Delhi,3,28,Female,No,5,0
Bachelors,2015,Bangalore,3,28,Male,No,5,0
Bachelors,2012,Pune,2,26,Female,No,4,1
Bachelors,2013,New Delhi,3,26,Female,No,4,0
Bachelors,2013,Pune,3,24,Male,No,2,0
Masters,2017,New Delhi,3,28,Female,No,3,0
Bachelors,2012,New Delhi,3,27,Female,No,5,0
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2012,New Delhi,3,24,Female,No,2,1
Masters,2015,Pune,1,24,Male,No,2,0
Masters,2013,New Delhi,3,27,Male,No,5,1
Bachelors,2017,New Delhi,3,24,Female,No,2,1
Bachelors,2014,Bangalore,3,28,Male,No,1,1
Bachelors,2015,Bangalore,3,28,Female,No,1,0
Masters,2013,New Delhi,3,27,Male,No,5,0
Bachelors,2014,Bangalore,3,26,Male,No,4,0
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Masters,2015,New Delhi,3,24,Male,No,2,1
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Bangalore,3,25,Female,No,3,0
Bachelors,2017,Bangalore,1,24,Male,No,2,0
Bachelors,2014,New Delhi,3,27,Female,No,5,1
Bachelors,2013,Bangalore,3,27,Female,No,5,0
